text,original_label,original_category,super_category,super_label
"

Hey don't confuse these guys with facts dude! You might break some
beautiful illusions!

Of course by BATF admits this they mean that the BATF did not deny some
post by a pro-Koresh/gun lobby person some time back.

If anyone wants to understand the paranoid mindset of Koresh I offer you
talk.politics.guns. There you can dredge the sewers of minds so hung
up on power and ego trips that they bend reality arround their own
particular set of beleifs.

I long ago gave up arguing the case for arms control directly. Instead
I invite people to ask themselves, would you want to be in a room full
of the occupants of talk.politics.guns, their personal armouries and
attempt to enter a discussion with them?
",18,talk.politics.misc,politics,3.0
"At work we have a small appletalk network with 3 macs and  couple of printers.
We also have a PC that has some specialized accounting software that we would 
like to operate from any of the macs. We have Soft PC, and I have found that the
software works just fine under it, but I would like to have all of the data
for the program reside at one place (the PC hard disk). So my question for you
is(actually questions)

 1) is there a board for the PC that will allow you to hook into an appletalk
    network?

 2) if #1 is possible, is there any software/hardware combination that will 
    allow me to mount the PC hard disk as a networked disk on the macs so I
    can use Soft PC to run the application?

 3) if #1 or #2 is impossible, is there any other way to accomplish what I am
    after?

",4,comp.sys.mac.hardware,technology,0.0
"Roland HS-60 (SynthPlus 60)
  - 6 voice polyphonic fully programmable analog synthesizer
  - 61 full size keys
  - MIDI
  - Memory to store 128 patches
  - built in speakers
  - Connectors: MIDI in thru out, Input(2), Expansion Pedal, Head Phones,
    Tape Load & Save, Patch Shift, Pedal Hold, Output(2)

Asking $225",6,misc.forsale,forsale,4.0
"I have the following system for sale.

  386DX 25Mhz   (DTK motherboard  Intel microprocessor)
  64k external cache
  4 megs Ram
  89 meg Harddrive    (IDE controller)
  1.2 meg floppy drive
  1.44 meg floppy drive
  2 serial ports
  1 parallel port
  Samsung VGA monitor
  SVGA graphics card  (tseng labs w/ 1meg) awesome card.
  101 key keyboard
  2400 baud internal modem

Software:
  MS-DOS 6.0
  Procomm Plus  ver. 2.0
  Norton Utilities  ver. 4.5
  other various utilities

I'm upgrading and need to sell.  The system is reliable and ready to go.
I've never had any problems with it.

I'm asking  $1000 o.b.o.

If you're interested, please respond by either E-mail or phone.

TAE0460@zeus.tamu.edu
or
409-696-6043",6,misc.forsale,forsale,4.0
"
As I've noted, you can likely get around that with a directional
sensor. Phased array systems could completely defeat this scheme.

--
Perry Metzger		pmetzger@shearson.com",11,sci.crypt,science,1.0
"
:   I have normal procomm plus for dos, but I've been considering buying
: the windows version....it got really great reviews in computer shopper.
: I have a friend who connects to the mainframe and unix machines here
: using it, but the screen seems to have a problem keeping up with the
: modem....he has a 14,400 modem on a 486 50 Mhz machine.  I can't
: see it having trouble keeping up.  His pcplus for dos works great,

re: What to do after the high speed modem arrives.       Edition 01 Apr 93

This article applies only to Windows 3.0 and 3.1, and not to NT, OS/2
or DOS apps not running under Windows.

One of the unadvertised limitations of most current Windows PCs is that
their RS-232C (serial, COM) performance is seriously deficient.  Almost
everyone who purchases a high-speed modem (V.32bis, V.32, PEP or HST)
discovers the problem the first time they try to download a file or accept
an incoming FAX (at 9600+) after upgrading the modem.  Overrun and retry
errors abound, even when the only active application is the datacomm or
FAX program.  If the transfer completes at all, it may take even longer
than with the old 2400bps modem.


There are three reasons for the problem:

1. The Universal Asynchronous Receiver/Transmitters (UARTs) used in most
   PCs are primitive Ns8250 devices with single-byte FIFO buffers.  If the
   operating system/driver cannot read and flush each character at high
   interrupt rates, the next incoming character overwrites the FIFO and
   the previous one is lost.  DOS, being a fairly single-minded
   environment during datacomm, can usually keep up. Windows can't.

2. Windows has more operating system overhead than plain DOS, and
   interrupts often take longer to service.  Overruns are much more likely
   than under DOS.  As soon as you report to your PC/modem vendor that you
   are losing data, you may be advised that ""you need to upgrade to a
   16550"". More likely, since there seems to be a conspiracy of ignorance
   about this issue,  you'll get no useful advice at all.  Most of the
   store-front and mail-order sources I spoke with in attempting to solve
   my own problem had never heard the term ""16550"" and many didn't even
   know what a UART was.

3. Even your PC has Ns16550A UARTs (and PS/2's do), or if you can upgrade
   your mother/COM board or add a new COM board, you may STILL experience
   errors and overruns because the standard MicroSoft Windows COM drivers
   don't take full advantage of the 16550.  Windows 3.1 is improved in this
   regard over 3.0, but I still recommend a driver upgrade.  Applications
   like ProComm+/Win (which is what I use) cannot get around this problem
   by themselves.

If you have a modem CARD, you may not have a problem, as the modem part of
the card can be designed to be aware of the state of the UART, and avoid
overrunning it; however, I wouldn't want to bet that the card designers
were that clever, and will insist on a 16550 UART if I ever buy a modem
card.  Some modem cards don't even have conventional UARTs, but if they
are to work with standard Windows drivers, they need to simulate one.
Use MSD.EXE (below) to see what the modem card is, or is pretending to be.


The Hardware Situation.

The UARTs on most PC COM ports are based on National Semiconductor Ns8250
or Ns16450 chips (or megacells inside VLSI chips where you can't replace
them).  You can ID the UART type on your system by running the MicroSoft
diagnostic program \WINDOWS\MSD.EXE.  Be sure to run it in DOS *before*
bringing up Windows.   The Windows serial API may prevent MSD from
accurately identifying a 16550 if you run it from a Windows DOS prompt.

The Ns16550 UART has separate 16-byte transmit and receive FIFOs with
configurable trigger levels, and can run reliably at clock rates up to
460,800 bps, although with current modem technology, there's no point in
pushing your luck by going over 115,200 bps. The 16550 has shorted access
cycle times than the 16450 or 8250.  The 16550 also has DMA capability, but
it is not clear that any PC drivers ever use this.  For more technical info,
see National Semiconductor Application Note AN-491.

So, what UART component do you have?

Try to locate the UART on your mother board, multi-function I/O card, COM
board or ISA/MCA modem card.  If you can't find a socketed component with
the numbers ""8250"" or ""16450"", your COM ports are probably buried in VLSI,
and you won't be able to perform a chip replacement.  If you can DISABLE
your VLSI COM ports (as I chose to do), you can at least add an aftermarket
COM board.

If you have one or more socketed 8250 or 16450 chips, you can buy plug-in
Ns16550AFN or PC16C550CN (low power CMOS version) ICs from several
suppliers typically for $9 to $15 each.  The ""N"" chip is the normal 40-pin
dual-in-line package.  Other styles are available, but avoid any Ns16550
chips without the ""A"" (the 16C550C are presumably all OK).

Early Ns chips have bugs, although National will reportedly exchange those
of their own manufacture for free.  Clone chips are available from various
IC makers other than National.  The manual for the TurboCom drivers states
support for the following (apparently equivalent) chips:
National Semiconductor: 16550A, 16551, 16552
Chips&Technology:       82C607
Texas Instruments:      t16c550a
Silicon Systems:        73M550
VLSI                    16C550
TurboCom warns about the pre-""A"" Ns16550 and Western Digital 16C550,
says that problems have been reported with early IBM PS/2 55SX and 70
systems (IBM reportedly will upgrade them).

If you DON'T have socketed 8250/16450 chips, you'll need to buy an after-
market COM or multi-function board. If this is a modem card situation, you
may be hosed. To add a new COM or multi-function card, you'll need to
either disable the COM1/2 port(s) you are replacing, or re-assign them to
COM3/4 (although watch out for IRQ conflicts without TurboCom).

Although cheaper cards are available, in the interest of getting the
problem solved quickly I elected buy the Modular Circuit Technology
MCT-AIO+ card from:

JDR Microdevices
2233 Samaritan Drive
San Jose  CA  95124
(800) 538-5000 voice US
(408) 559-1200 voice other
(800) 538-5005 FAX US

The MCT-AIO+ (and the ""+"" is important) sells for $89.95.  It is an 8-bit
ISA card providing:

Port Type  Connector  Address and IRQ        Comments
COM        DB9M       COM 1,2,3 IRQ 2,3,4,5  Ns16550AFN in socket
COM        ribbon     COM 2,3,4 IRQ 2,3,4,5  Ns16550AFN in socket
Parallel   DB25F      LPT1,2,3  IRQ 5,7
Game       ribbon

The kit includes a ribbon cable and DB25F connector for the secondary COM
port, a ribbon cable/connector for the game port, two bulkhead plates for
the ribbon-based connectors and a 9F-to-25F adaptor cable.  Each port can
be individually disabled, and the COM ports have TX, RX, RTS, CTS, DTR,
DCD, and DSR jumpers.

JDR also sells a Super-I/O m-f card that also has IDE.

I have heard from several people about less expensive m-f I/O cards
with 16550s:

TSD Systems
(407) 331-9130
$19.95 for the card, plus $9.95 per 16550.

Greenfield Trading and Distributors
(518) 271-2473 (voice), (518) 271-7811(FAX).
Their card is $33 w/one 16550, $45 w/2, and they sell 16550AFNs for $13.

R&S DATA SYSTEMS, INC.
820 East Highway 434
Longwood, FL  32750
PHONE: (407) 331-1424
FAX: (407) 331-8606
2COM/LPT/Game card w/2 16550s for $39

I have no personal experience with any of the firms except JDR.

Meanwhile, back at the MCT card from JDR... I only needed two serial ports,
and am running out of IRQs on my PC, so I disabled my built-in VLSI-based
8250 ports. However, with the TurboCom driver (below), I could have set
the internals as COM3 and 4, using IRQ sharing.


The Software Situation

Simply upgrading to 16550 UARTs will not completely solve common overrun
problems.  The standard MS serial drivers don't take full advantage of the
16550. The Windows 3.0 drivers are even less capable, and the Windows 3.1
drivers have the following limitations:
 - They enable only the receive FIFO, and only at rates above 2400 bps.
 - They never enable the transmit FIFO, which  results in an interrupt
   rate of 10x during uploads.
 - They set the trigger level at 14 bytes (too high - it's easy for 2
   more bytes to arrive before the driver can read the FIFO).
 - The Ports menu of the Control Panel only allows speeds up to 19200.
   With a V.32bis modem,  sparse data and text can easily compress 3:1
   or more, suggesting that a host DTE connect rate of 57,600 bps would
   be effective.
 - The API won't accept rates above ""CBR_128000"".
 - The API won't let DOS programs know there is a 16550 there, and even
   if it did, DOS programs that aren't 16550-aware get little benefit
   from a 16550 port with the standard drivers.
 - They don't allow IRQ sharing for COM3,4.
 - The BIOS doesn't initialize COM3,4 properly in many systems.
 - Windows provides no workaround for apps that don't provide port
   speed options above 19200 bps.

These problems are reportedly NOT solved in Windows NT or DOS 6.0, and may
or may not be addressed in any Windows releases after 3.1 (but before 4.0).
Rumors suggest they ""may"" be solved in Windows ""4.0"".

You can get replacement drivers that solve all of those problems by buying
a copy of ""TurboCom"", current version 1.2, from:

Bio-Engineering Research
Pacific CommWare Division
180 Beacon Hill Lane
Ashland  OR   97520-9701
(503) 482-2744 voice
(503) 482-2627 FAX
(503) 482-2633 BBS
MCImail:    344-5374
CompuServe: 71521,760

Price was around $50 as I recall.  Bio-Eng is not set up to accept credit
cards, so I had to send a check.  Egghead and 1-800-Software list TurboCom
but as far as I know, they don't stock it.  Bio is not a software company
per se.  They apparently needed reliable hi-speed serial connections for
an in-house instrument application, wrote their own driver, discovered a
market for it, revised it to be a general purpose COM driver suite. They
recently upgraded it for Windows 3.1.  It is run-time licensed.

I now have my host (DTE) connect rate set to 57,600 bps most of  my
datacomm apps, and I am having ZERO problems with downloads. I routinely
see transfer rates that exceed 2,000 bps. I am also using 115,200 bps
when linking an HP95LX to my PC, with lossless bi-directional I/O.
Uploads to various remote systems are another matter, because many hosts
are still using antique UARTs and drivers.

Note that 19200 is still the highest rate that the Windows 3.1 Port menu
in Control Panel will allow in configuring a COM port.  TurboCom gets
around this by allowing you to specify, on each port, a factor that will
set the real UART rate to a multiple of the rate passed through the
Windows APIs and dialog boxes.

I also have CTS/RTS hardware flow control enabled, and I suggest that you
do the same.  Even if you only ever transfer 7-bit ASCII data, Xon/XOff is
not a sufficiently reliable method of flow control.  The informal (DEC)
standard for Xon/Xoff hysteresis is that the sender may transmit another
16 (yes, sixteen) bytes after receipt of the Xoff from the receiving
system or device.  The 16 byte FIFO in the 16550 is clearly not big enough
to let us rely exclusively on Xon/Xoff.  A well-respected datacomm
engineer has informed me that the 16550's can't really do CTS/RTS all
by itself in the DOS/Windows environment, so using data rates above
115,200 may still be risky.

Even with hardware flow control, a 16550 with TurboCom can still
experience overruns in very busy systems, with lots of apps running and
serious swapping in progress. If this is your situation, you may need to
buy a co-processed COM board, but this will cost you more than a
16550/TurboCom upgrade.  A review of two such boards, and a review of
TurboCom, can be found in the Feb'93 issue of ""Windows Sources"" magazine.
I suggest trying a 16550/TurboCom upgrade first, and experiment with
process priorities and time slices if you are a ""power user"" whose
thrashing system still runs into comm problems.


Closing Soapbox Comments

The state of RS-232C serial datacomm support is an embarrassment across
the computer industry.  Because it is the oldest standard I/O interface,
the job of designing hardware and writing software often seems to be
assigned to the least senior or lowest ranked engineers at computer
companies.  The design of the average serial port is at least ten years
behind the state of the art. In my last job, with a major workstation
vendor, I lobbied for improved serial ports when they were doing the
initial designs of a new system.  That family of machines was
subsequently introduced with 16550 ports.  However, this is the
exception.  Few computer companies seem to have any champions for decent
I/O.

You may as well learn what you can about serial I/O, because this
situation shows no sign of improving soon.  When V.FAST arrives, I expect
cries of outrage from Windows users world-wide whose 8250 PCs ""sort of""
work today with V.32, but will fail miserably with V.FAST.  Without a
hardware-buffered UART (like the 16550) and without software drivers that
use that UART to best advantage, a V.FAST modem will be a waste of money.

Regards,                                          1001-A East Harmony Road
Bob Niland                                        Suite 503
Internet:  rjn@csn.org                            Fort Collins CO 80525
CompuServe: 71044,2124                            (303) 223-5209

                     Copyright 1993 Robert J. Niland
                           All Rights Reserved

  Permission is granted for automatic redistribution of this article, via
  electronic, magnetic and optical media, in an unedited form, through any
  Usenet newsgroup where the article is posted by the author.  Permission
  is granted for each CompuServe and Usenet reader subscriber and each
  person who received this article from Compuserve, an ftp site authorized
  by the author or via electronic mail from the author, to retain one
  electronic copy and to make hardcopy reproductions of this edition of
  this article for personal non-commercial use, provided that no material
  changes are made to the article or this copyright statement. All other
  copying, storage, reproduction or redistribution of this article, in
  any form, is prohibited without the express written consent of the
  author,  Robert J. Niland.",2,comp.os.ms-windows.misc,technology,0.0
"The copyright notices themselves seem to be making conficting
restrictions.  I do not know how to reconcile:

/* Copyright Notice
 * ================
 * Copyright 1989, 1990, 1991, 1992, 1993 by John Bradley
 * 
 * Permission to use, copy, and distribute XV in its entirety, for 
 * non-commercial purposes, is hereby granted without fee, provided that
 * this license information and copyright notice appear in all copies.
 *

... with:

 *
 * XV is shareware for PERSONAL USE only.  You may use XV for your own
 * amusement, and if you find it nifty, useful, generally cool, or of
 * some value to you, your non-deductable donation would be greatly
 * appreciated.  $25 is the suggested donation, though, of course,
 * larger donations are quite welcome.  Folks who donate $25 or more
 * can receive a Real Nice bound copy of the XV manual for no extra
 * charge.
 * 
 * Commercial, government, and institutional users MUST register their
 * copies of XV, for the exceedingly REASONABLE price of just $25 per
 * workstation/X terminal.  Site licenses are available for those who
 * wish to run XV on a large number of machines.  Contact the author
 * for more details.
...

It strikes me that the first part gives you the right to use, without
fee, the program for noncommercial purposes if the info appears in all
copies. This seems to cover educational institutions despite what the
rest of the notice says.  And the first part doesn't say subject to
the conditions outlined below... 

Chris",5,comp.windows.x,technology,0.0
"After having OpenWindows 
(Version 3 for SunOS 4.1) or Xwindows
running continuously on my machine for 3-4 days,
the following message appears  when trying to open
a new window, or to run any program that needs to open windows.

XView error: Cannot open connection to window server: :0.0 (Server
package)

I would greatly appreciate any suggestions to solve this problem.",5,comp.windows.x,technology,0.0
"Hello,

I just recently bought a NEC 6FG.  In order to get the highest possible quality
and refresh rates, I'd like to know if there are any accelerator cards with
BNC connectors (as opposed to the usual d-sub connector)? 


Thanks for any information,

",2,comp.os.ms-windows.misc,technology,0.0
"
ICS - Integrated Computer Solutions Incorporated
      201 Broadway
      Cambridge, MA  02139
      Vox: (617) 621-0060
      Fax: (617) 621-9555
      Email: info@ics.com

      Circle 9 on Reader Service Card

",5,comp.windows.x,technology,0.0
"



Hey, joe -- assuming you're old enough to remember it -- how did you feel
about presidential responsibility every time Reagan said ""I don't recall"" 
about his arms-for-hostages meetings with the Ollie North gang?

How did you feel about it when Bush said he ""was out of the loop on that
decision"" when he was right there in the thick of it?

Oh, right.  ""He was responsible in the sense that he was briefed, but so
what -- shit happens!""  Is that what you said?

-- ",16,talk.politics.guns,politics,3.0
"Resinfo (research and information) is currently seeking contact
_IN_ the United Kingdom with researchers of 'phenylanine', or is
this amino acid uninspiring?",13,sci.med,science,1.0
"



Here in Iowa it is/has been OWI (operating under the influence) and OMVI
(operating motor vehicle under the influence).  They (gov't) changed it to
OMVI so that people in motor boats could also be charged with drunk driving. ",8,rec.motorcycles,recreation,2.0
"
Seems to me that the driver was driving the vehicle visually impaired.
Isn't that like not scraping ice and snow off your windshield and such?

Say, that's another thing that bugs me.  Why don't people scrape their
damn windows?  I've seen people driving cars with *barely* the driver's
half of the windshield cleared.  Nothing else cleared.  This seems
pretty stupid and isn't there something (probably varies state to state)
that says a certain percentage of the glass must be clear?  Oh, well.
",8,rec.motorcycles,recreation,2.0
"Deletions...

So, you consider the german poster's remark anti-semitic?  Perhaps you
imply that anyone in Germany who doesn't agree with israely policy in a
nazi?  Pray tell, how does it even qualify as ""casual anti-semitism""? 
If the term doesn't apply, why then bring it up?

Your own bigotry is shining through.  
-- ",0,alt.atheism,politics,3.0
"Derek....

There is a tool available to reset the service indicator on BMWs but the lights
will come back on after 2-3 weeks. The tool is in fact illegal (in Europe 
atleast). It is often the case that the unsuspecting punter trots off to buy a 
used BMW and a few weeks later, all the lights come on! Other than that, I know 
of no other tool.... anyone else? 

About changing oil every 15,000 miles.... thats ok.... on newer Audis, they 
only require it after every 12,000 miles (I am talking about an oil change)
Just a query: do you drive your car VERY VERY carefully? Like no sudden 
acceleration etc? If yeah, then the 15,000 M oil change seems quite reasonable.
But if you drive kinda fast... I'd get a bit up tight abot that 15,000 thingy

(a point to note: just because the first light came on at 3k, doesn't mean
all the others will come on every 3k too)",7,rec.autos,recreation,2.0
Minolta FD 50 mm lens for sale. Good condition. Asking $30.,6,misc.forsale,forsale,4.0
"I am willing to pay a reasonable amount for AIRLINE CERTIFICATE/VOUCHER,
AM LOOKING FOR:
		1) CERTIFICATE/VOUCHER THAT IS VALID FOR A ROUND-TRIP
		   TICKET (COAST TO COAST OR ANYWHERE IN US)
		2) TRANSFERRABLE TO MY NAME",6,misc.forsale,forsale,4.0
"
assuming yours is a non turbo MR2, the gruffness is characteristic of
a large inline 4 that doesn't have balance shafts.  i guess toyota
didn't care about ""little"" details like that when they can brag about
the mid engine configuration and the flashy styling.

myself, i automatically cross out any car from consideration (or
recommendation) which has an inline 4 larger than 2 liters and no
balance shafts..  it is a good rule of thumb to keep in mind if you
ever want a halfway decent engine.  

if the noise really bugs you, there is nothing else that you can do
except to sell it and get a V6.
",7,rec.autos,recreation,2.0
"I believe the interstates were origionally funded as part of a national 
defense plan etc.  The  requirements were to move heavy army trucks at 
70mph.

Still its amazing in Germany you can have cars traveling 155 mph and 65 mph 
on the same 3 to 4 lane road.  Around Washington DC they can't keep traffic 
flowing at 55.",7,rec.autos,recreation,2.0
"In the article ""At last! Now you can talk to your computer."" in the May
issue of FORTUNE magazine, it was mentioned that phoneme prediction
used Hidden Markov Modeling.  This was the statistical method that Markov
developed to predict letter sequences in Pushkin's novel, _Eugene Onegin_.
It was then said that this technique worked so well that the NSA used
it to crack codes.
Does anyone have any references for HMM and how the NSA used it?
Or is this just an extension of the letter frequency tables that we
are all using anyway?",11,sci.crypt,science,1.0
"HP 9872B 4 pen plotter.							$150
Fujistu M2451E 130 meg SCSI tape drive					$150
Sony 40 meg SCSI disk drive (sticks once in a while)			$50
Dead Maxtor XT4380E 338 meg ESDI drive					$100
Dead Miniscribe 20 meg SCSI drive					$10
Adaptac SCSI to ST-412 interface board					$20
Daughter boards from tape drives ?QIC-02 - QIC-36?			$20
Twist Terms (VT100 terms that the head twists on for 80x25 or 80x72) 	$150
14"" Analog RGB color monitor (15.7 Khz works nice with amiga's)		$100
Spool with 90+ feet of 50 conductor ribbon cable			$75

All prices are or best offer.  Prices do not include UPS shipping.  All items
working except those stated as Dead.",6,misc.forsale,forsale,4.0
"I'm sure all of you have heard of the extraordiary start by  rookie
J.T. Snow of the California Angeles.  Other than the fact that his
father was a star receiver with the L.A. Rams and is now a radio
personality in Los Angeles and J.T. came from the Yankees organization
I don't know much about J.T.  If anyone has info and background on 
the young fenom....please post.

By the way, for those of you not following his exploits he has hit
four home runs in three days.  Two last night.  He has also delivered
the winning hit a couple of times for the Angeles in this young season.

Thanks...",9,rec.sport.baseball,recreation,2.0
"I just wanted to thank all the netters out there who either
posted a response or sent e-mail regarding my ignition kill
question. Now that I know how simple a procedure it is, it
looks like I'll be paying my local Pep Boys a visit this
weekend....",7,rec.autos,recreation,2.0
"
	Not to start *another* shaft effect discussion, but the twist you
	feel when revving sitting still is due to the larger fly-wheels that
	the BMW R-bikes (maybe K's too, dunno) use. If you whack the throttle
	at stop lights, it'll really rock the bike over (to the right).

	<snip> 	<snip>

	Please post if you come to any conclusion on this. I am thinking
	of putting a light on each cylinder guard on my R100S, and was
	wondering whether I was going to have to switch lights off every
	time I was under 5,000 RPM :-)


",8,rec.motorcycles,recreation,2.0
"es:

A couple other problems with the 486DX/50:

1.)  System manufacturers had MAJOR problems solving the electromagnetic 
interference problems with 486DX/50 systems.  Getting an FCC-B (home use) 
certification required additional shielding in the system.

2.)  HEAT...a lot of people seem to be installing heat sinks and/or cooling 
fans on their 486DX2/66 chips.  I would guess that the 486DX/50 ran 
temperatures inside the case even hotter.  And heat is the enemy of system 
reliability.

Ed",3,comp.sys.ibm.pc.hardware,technology,0.0
"An application we *must* use requires upper-case input.  I'd like to be
able to simply move my cursor into the window where that application is running
(just a text window, xterm or some such) and have everything I type be entered
as ALL CAPS.  When the cursor is in any of my many other windows, I want to
automatically return to normal functionality.  I have point-to-type set.

Is there a way to do this in X (specifically OW 3.0 on SPARCs)?  Is there a
way to mess with .Xdefaults to make a category of window do this?  Any
hints would be most appreciated.  I program in C but not X, although I can
pick up somthing that's not too involved.

Thanks kindly.",5,comp.windows.x,technology,0.0
"Does anyone know where the program MONOUMB.386 is available .. I have 
checked my Windows system disks and MONOUMB2.386 is there but not the 
other one.. Thanks..

Stan Kucera

",2,comp.os.ms-windows.misc,technology,0.0
"My CB750 does it too.  The ""Switch Continuity"" section of the wiring diagram
looks something like this:

	HL L  H
        x--x     Low
        x--x--x  (N)
        x-----x  High

Dean
",8,rec.motorcycles,recreation,2.0
"
Depends on what you mean by ""for a living"".  1974 was the year he led the
league in pinch-hit at bats with 50, but he'd been getting a lot of PH ABs
earlier than that, and was never a full-time player.  20-35 PH ABs early in
his career, 15-20 a year just before going to the Dodgers, and 30-50 in the
peak years.

We're talking about a guy with a 20-year career as an outfielder, a .300+
career batting average, and 1130 or so career hits.  

",9,rec.sport.baseball,recreation,2.0
"
The rule for the designations is that if it says MC, that means it works
*exactly* the way the datasheet/book specifies.  If it says XC, that means
there is at least one known bug.  Often these bugs are small and obscure;
you might never run into them in practice.

At least Motorola admits it, unlike certain other companies...",12,sci.electronics,science,1.0
"
Most DOS X servers are terribly slow to use in my experience - and no, I guess 
performance would be pretty bad. I believe the discussion is valid for an X 
server on a decent workstation.
",5,comp.windows.x,technology,0.0
"

It is kind of absurd, isn't it?  Some players even want more distortion,
especially the Hendrix fans :-)  But there are a lot of them out there
that can only afford the amp, or who like playing music without distortion.
Then there are your hard-core Hendirx fans that want particular *types*
of distortion, i.e., they make it, not their amps.



I didn't see a thing about waste-heat from Babbage, and haven't seen one
of those mechanical TV's in a while, so it's anybodie's guess :-)

-Tommy Mac
-------------------------------------------------------------------------
Tom McWilliams 517-355-2178 wk   \ They communicated with the communists,
18084tm@ibm.cl.msu.edu 336-9591 hm \ and pacified the pacifists. -TimBuk3",14,sci.space,science,1.0
